Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Guardian (Sponsor),Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
88,98,11,23,29,B,21,Male,Single,0,Master's Degree,Master's Degree,Mother,No,8,Poor,Sports,High,4,No
81,92,14,13,48,A,19,Female,Single,0,College,Bachelor's Degree,Brother,No,4,Average,Socializing,Moderate,0,Yes
77,81,19,18,28,B,20,Male,Married,1,Bachelor's Degree,Doctorate,Mother,Yes,0,Good,Socializing,Moderate,0,No
82,81,17,21,25,B,19,Female,Single,0,College,High School,Uncle,No,5,Poor,Socializing,Moderate,5,No
62,68,10,12,14,E,23,Female,Married,3,Master's Degree,College,Sister,No,5,Poor,Reading,Low,7,No
91,89,20,11,49,A,22,Female,Engaged,0,Doctorate,High School,Mother,Yes,6,Average,Sports,Low,1,No
78,95,21,17,18,C,25,Male,Engaged,0,Master's Degree,Bachelor's Degree,Uncle,Yes,0,Poor,Sports,Moderate,7,No
86,76,17,17,35,B,21,Male,Single,0,Doctorate,Bachelor's Degree,Aunty,Yes,8,Poor,Socializing,High,0,No
95,81,22,12,45,A,20,Female,Engaged,0,Doctorate,College,Aunty,No,3,Average,Sports,Low,7,No
89,89,23,11,17,C,18,Male,Single,0,College,Doctorate,Mother,No,7,Average,Reading,Moderate,6,No
83,88,20,25,43,A,25,Female,Single,0,Master's Degree,Bachelor's Degree,Father,Yes,3,Average,Watching TV,Low,5,No
92,92,14,21,38,A,21,Male,Single,0,High School,Master's Degree,Sister,No,7,Average,Socializing,High,3,Yes
99,77,14,13,44,A,22,Male,Single,0,Master's Degree,Master's Degree,Brother,Yes,4,Average,Reading,High,1,Yes
92,89,23,14,50,A,24,Female,Married,1,College,High School,Father,Yes,6,Poor,Watching TV,Low,0,No
97,80,20,9,43,A,22,Male,Engaged,0,High School,College,Sister,No,2,Average,Reading,High,3,No
80,80,20,16,33,B,20,Male,Engaged,0,High School,Bachelor's Degree,Uncle,Yes,9,Poor,Sports,Low,0,Yes
79,86,13,13,41,B,22,Male,Married,3,Bachelor's Degree,High School,Mother,No,8,Average,Watching TV,Low,1,Yes
78,79,23,10,18,C,24,Male,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,4,Poor,Sports,Moderate,0,No
97,87,15,10,45,A,21,Female,Single,0,Master's Degree,Master's Degree,Brother,No,0,Good,Reading,High,0,Yes
61,65,17,10,11,E,24,Male,Single,0,Bachelor's Degree,High School,Uncle,No,3,Good,Watching TV,High,0,No
69,64,20,10,12,D,18,Female,Engaged,0,Doctorate,Doctorate,Aunty,Yes,8,Average,Sports,Moderate,3,Yes
98,94,11,23,41,A,20,Male,Married,2,College,College,Mother,Yes,8,Poor,Reading,High,3,Yes
98,99,25,19,35,A,21,Male,Engaged,0,Master's Degree,Master's Degree,Father,Yes,3,Poor,Socializing,Moderate,4,Yes
92,92,13,24,33,A,25,Female,Single,0,High School,Bachelor's Degree,Uncle,No,2,Good,Reading,Moderate,1,Yes
82,82,24,16,26,B,24,Male,Single,0,Bachelor's Degree,Doctorate,Aunty,Yes,5,Average,Sports,Moderate,1,No
82,78,18,16,45,A,20,Male,Single,0,High School,High School,Sister,No,4,Poor,Watching TV,High,7,Yes
95,90,10,25,28,B,23,Female,Engaged,0,High School,Doctorate,Father,No,9,Good,Watching TV,Moderate,5,Yes
93,88,11,22,25,C,24,Male,Engaged,0,Doctorate,Doctorate,Brother,No,0,Good,Sports,Low,3,Yes
94,88,22,16,31,B,21,Female,Engaged,0,College,Bachelor's Degree,Father,No,1,Average,Socializing,Low,7,Yes
77,91,9,24,27,B,23,Female,Married,0,Doctorate,Bachelor's Degree,Sister,Yes,5,Poor,Watching TV,Moderate,4,Yes
95,80,22,10,26,C,25,Male,Married,1,Bachelor's Degree,Doctorate,Aunty,Yes,0,Poor,Sports,Low,0,No
76,83,18,23,28,B,18,Male,Single,0,High School,College,Aunty,Yes,9,Good,Watching TV,Low,2,Yes
68,63,14,16,16,D,24,Female,Single,0,High School,Doctorate,Mother,No,7,Good,Watching TV,Moderate,0,No
95,93,24,10,47,A,18,Male,Single,0,High School,Master's Degree,Brother,No,4,Average,Socializing,Low,3,Yes
69,74,17,12,14,D,25,Male,Engaged,0,High School,Master's Degree,Father,Yes,7,Good,Sports,Low,5,No
89,99,17,19,38,A,22,Male,Engaged,0,Bachelor's Degree,Master's Degree,Mother,Yes,1,Good,Socializing,High,2,No
83,96,21,20,25,B,25,Female,Married,4,Doctorate,Master's Degree,Mother,Yes,3,Poor,Socializing,High,0,No
83,78,14,21,19,C,20,Female,Married,1,College,Bachelor's Degree,Sister,Yes,9,Poor,Watching TV,Moderate,6,No
97,85,24,24,48,A,22,Male,Engaged,0,Master's Degree,High School,Mother,Yes,8,Good,Watching TV,Moderate,3,No
81,85,18,12,34,B,18,Male,Married,1,College,Bachelor's Degree,Uncle,No,4,Good,Socializing,Low,4,No
88,94,19,17,26,B,24,Female,Married,0,Master's Degree,Master's Degree,Father,Yes,8,Poor,Sports,Low,0,No
96,84,10,19,49,A,19,Female,Single,0,High School,Master's Degree,Father,No,5,Poor,Socializing,Low,3,Yes
85,99,23,19,38,A,19,Male,Engaged,0,Doctorate,College,Aunty,Yes,0,Poor,Sports,Low,0,Yes
75,97,20,21,43,A,19,Female,Single,0,Doctorate,High School,Father,No,4,Average,Sports,Low,3,Yes
78,92,8,16,38,B,18,Male,Married,5,College,High School,Aunty,Yes,3,Average,Socializing,High,7,No
80,82,14,23,13,C,18,Male,Engaged,0,Master's Degree,College,Sister,No,9,Good,Sports,Moderate,4,Yes
70,67,12,16,9,E,25,Male,Engaged,0,Master's Degree,Bachelor's Degree,Aunty,No,9,Poor,Reading,Low,0,Yes
86,76,11,25,37,A,22,Female,Single,0,College,High School,Uncle,No,2,Average,Reading,Moderate,4,No
82,81,10,15,31,C,22,Female,Married,4,Doctorate,College,Mother,Yes,7,Good,Socializing,Moderate,0,Yes
75,80,21,24,34,A,25,Female,Engaged,0,Doctorate,College,Mother,No,0,Average,Sports,High,0,No
76,89,20,8,25,C,22,Male,Single,0,Doctorate,Doctorate,Uncle,Yes,9,Average,Socializing,High,4,No
81,78,15,22,38,A,21,Male,Married,4,Bachelor's Degree,Bachelor's Degree,Mother,Yes,0,Poor,Reading,High,7,Yes
61,67,19,16,9,D,19,Female,Single,0,Doctorate,Doctorate,Aunty,Yes,7,Good,Watching TV,Low,7,No
92,85,17,14,32,B,20,Female,Single,0,College,Bachelor's Degree,Mother,No,1,Average,Reading,High,7,Yes
67,65,8,11,30,D,21,Female,Engaged,0,College,Doctorate,Mother,Yes,8,Poor,Socializing,High,3,No
86,81,16,16,26,C,23,Female,Single,0,Doctorate,Doctorate,Uncle,Yes,9,Average,Reading,High,6,No
83,95,15,10,42,B,18,Female,Married,3,Bachelor's Degree,Master's Degree,Uncle,No,2,Poor,Sports,Low,1,No
99,91,20,13,47,A,18,Female,Married,2,Bachelor's Degree,Doctorate,Mother,Yes,6,Average,Sports,Moderate,5,No
71,60,13,19,16,D,23,Female,Single,0,Doctorate,High School,Aunty,No,7,Poor,Watching TV,High,0,Yes
73,70,11,22,16,D,21,Female,Engaged,0,Doctorate,Bachelor's Degree,Aunty,Yes,6,Average,Watching TV,High,7,Yes
83,93,9,22,44,A,24,Male,Married,3,College,High School,Aunty,No,2,Poor,Watching TV,Low,0,No
88,84,10,14,44,B,19,Male,Married,1,High School,Master's Degree,Father,Yes,3,Good,Socializing,Low,1,No
87,98,14,25,22,B,19,Male,Married,2,Doctorate,Bachelor's Degree,Mother,Yes,5,Poor,Socializing,High,0,No
90,82,14,23,20,C,24,Male,Married,1,High School,High School,Aunty,Yes,5,Average,Watching TV,Moderate,2,No
92,79,14,8,43,B,23,Male,Single,0,College,High School,Uncle,Yes,1,Good,Watching TV,High,7,No
80,96,15,19,46,A,20,Female,Single,0,Bachelor's Degree,Master's Degree,Aunty,Yes,0,Good,Reading,Low,3,No
86,90,19,10,50,A,20,Male,Married,4,High School,College,Brother,Yes,6,Poor,Watching TV,Low,1,Yes
85,94,12,8,41,B,18,Female,Married,2,Master's Degree,Master's Degree,Sister,No,9,Poor,Watching TV,Low,1,Yes
88,82,8,20,38,B,25,Male,Engaged,0,Master's Degree,College,Mother,Yes,6,Average,Socializing,High,7,Yes
86,80,10,16,29,C,25,Male,Single,0,Master's Degree,Bachelor's Degree,Brother,Yes,9,Average,Reading,Low,1,Yes
67,70,14,17,10,D,19,Male,Single,0,Bachelor's Degree,High School,Aunty,Yes,9,Good,Reading,Moderate,0,No
99,97,9,18,28,C,24,Female,Married,2,Bachelor's Degree,Master's Degree,Aunty,Yes,0,Average,Sports,Low,0,No
85,80,9,23,41,A,21,Female,Engaged,0,Doctorate,Doctorate,Mother,Yes,0,Poor,Socializing,Low,4,No
84,84,20,24,22,B,20,Male,Single,0,Doctorate,Bachelor's Degree,Sister,No,1,Average,Socializing,High,5,Yes
95,76,21,24,50,A,19,Male,Single,0,Bachelor's Degree,College,Mother,Yes,3,Average,Sports,Moderate,1,No
84,75,19,20,49,A,18,Female,Engaged,0,Master's Degree,High School,Uncle,No,7,Poor,Sports,Moderate,3,No
60,62,19,15,11,D,24,Female,Single,0,Doctorate,Doctorate,Mother,No,6,Average,Sports,High,5,No
61,70,13,10,25,D,22,Male,Engaged,0,Bachelor's Degree,Doctorate,Father,No,2,Good,Sports,High,5,Yes
97,95,14,21,42,A,22,Female,Single,0,Master's Degree,College,Father,No,0,Good,Watching TV,Low,1,No
77,89,15,23,49,A,22,Male,Single,0,College,Doctorate,Uncle,Yes,0,Poor,Sports,High,2,Yes
83,85,19,25,23,B,24,Female,Single,0,Bachelor's Degree,Doctorate,Father,No,5,Poor,Watching TV,High,2,No
61,66,20,16,9,D,24,Male,Married,4,Bachelor's Degree,College,Mother,No,5,Poor,Sports,Moderate,2,No
84,77,25,17,49,A,21,Female,Single,0,Master's Degree,Doctorate,Mother,No,5,Average,Sports,Low,7,No
90,82,21,17,36,A,22,Female,Married,0,Doctorate,College,Uncle,No,1,Average,Socializing,Low,0,Yes
83,97,8,8,37,C,19,Male,Single,0,College,College,Aunty,Yes,0,Good,Sports,Moderate,6,No
98,85,10,22,43,A,23,Female,Engaged,0,High School,Bachelor's Degree,Uncle,Yes,5,Average,Reading,Moderate,4,No
84,77,18,13,40,A,19,Female,Married,0,Bachelor's Degree,Doctorate,Mother,Yes,6,Poor,Watching TV,Moderate,7,Yes
86,93,16,24,29,B,23,Male,Single,0,College,Bachelor's Degree,Sister,No,5,Good,Sports,Low,0,Yes
90,84,14,11,48,A,19,Female,Engaged,0,High School,Doctorate,Brother,Yes,9,Poor,Sports,Moderate,3,Yes
79,89,16,22,30,B,20,Female,Married,4,High School,College,Aunty,No,3,Good,Watching TV,High,4,No
89,97,14,14,48,A,21,Female,Single,0,High School,Master's Degree,Uncle,No,0,Poor,Watching TV,Moderate,2,No
78,76,15,20,50,A,23,Male,Married,4,College,College,Father,No,1,Poor,Watching TV,Moderate,2,No
66,72,15,18,14,D,21,Female,Single,0,Doctorate,High School,Aunty,Yes,1,Good,Sports,Low,1,No
87,85,25,20,18,B,25,Male,Engaged,0,Master's Degree,High School,Sister,Yes,5,Average,Sports,Low,3,No
78,95,25,10,20,C,19,Male,Engaged,0,Bachelor's Degree,Doctorate,Father,No,4,Average,Socializing,High,5,Yes
90,80,19,25,19,B,21,Male,Single,0,Master's Degree,Bachelor's Degree,Uncle,No,1,Poor,Socializing,Low,7,No
91,76,19,14,46,A,25,Female,Married,1,Bachelor's Degree,Doctorate,Uncle,Yes,6,Average,Watching TV,Low,6,No
82,80,14,21,24,C,18,Male,Married,1,High School,Doctorate,Father,No,1,Good,Reading,Low,5,No
82,78,11,24,18,C,23,Male,Engaged,0,College,Bachelor's Degree,Aunty,Yes,9,Poor,Watching TV,Low,4,Yes
78,86,8,20,50,A,19,Female,Married,1,Bachelor's Degree,High School,Mother,Yes,0,Average,Watching TV,High,7,Yes
72,68,8,10,15,E,23,Female,Single,0,Master's Degree,Master's Degree,Uncle,No,9,Average,Watching TV,Low,1,No
70,60,15,12,17,D,20,Male,Married,3,Bachelor's Degree,Master's Degree,Aunty,Yes,5,Poor,Watching TV,High,1,No
95,77,11,19,21,C,23,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Mother,Yes,2,Average,Socializing,High,4,No
82,99,22,8,26,C,22,Male,Single,0,High School,Master's Degree,Aunty,No,0,Average,Socializing,Moderate,7,Yes
89,82,22,21,44,A,19,Male,Single,0,College,Doctorate,Uncle,No,5,Good,Watching TV,Low,7,Yes
86,77,20,21,25,B,19,Male,Married,2,Bachelor's Degree,High School,Uncle,No,5,Poor,Watching TV,Moderate,2,Yes
92,78,14,24,34,A,18,Female,Engaged,0,Master's Degree,High School,Mother,No,5,Average,Sports,Moderate,6,No
66,65,13,13,9,E,25,Male,Engaged,0,College,College,Mother,No,1,Poor,Socializing,Low,3,No
80,78,13,19,43,A,21,Male,Married,0,High School,College,Sister,Yes,4,Poor,Socializing,Moderate,5,No
72,61,10,12,11,E,19,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,4,Average,Socializing,Low,0,Yes
87,77,18,9,35,B,18,Male,Married,0,High School,Master's Degree,Sister,No,5,Good,Watching TV,Low,4,Yes
97,91,20,22,20,B,25,Male,Engaged,0,High School,Bachelor's Degree,Brother,Yes,3,Poor,Watching TV,High,4,No
84,89,23,11,21,C,24,Female,Engaged,0,Bachelor's Degree,Doctorate,Uncle,No,8,Poor,Reading,High,0,Yes
97,99,18,20,43,A,19,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,No,7,Good,Sports,Moderate,2,No
95,86,23,9,47,A,22,Female,Married,3,Bachelor's Degree,Master's Degree,Aunty,Yes,0,Average,Socializing,High,6,Yes
77,85,20,23,23,B,21,Male,Engaged,0,Bachelor's Degree,Doctorate,Sister,No,5,Average,Sports,Low,6,Yes
81,86,23,22,35,A,21,Female,Married,1,High School,High School,Sister,Yes,3,Good,Watching TV,Low,0,Yes
72,69,10,9,21,D,21,Female,Engaged,0,Master's Degree,High School,Mother,Yes,3,Average,Watching TV,High,3,Yes
77,98,24,12,34,A,24,Male,Single,0,Master's Degree,High School,Sister,No,4,Good,Reading,High,1,No
96,94,18,8,36,B,23,Female,Married,1,Bachelor's Degree,Bachelor's Degree,Sister,Yes,7,Average,Sports,Low,7,No
68,73,14,16,13,D,20,Male,Married,3,Bachelor's Degree,High School,Brother,Yes,2,Average,Sports,High,6,Yes
76,88,9,21,23,C,24,Female,Single,0,Master's Degree,Bachelor's Degree,Father,Yes,0,Average,Sports,Moderate,2,No
79,79,16,9,35,B,20,Male,Engaged,0,Bachelor's Degree,High School,Father,No,2,Average,Socializing,Moderate,2,No
73,74,13,14,21,D,20,Female,Married,0,Doctorate,High School,Sister,Yes,7,Poor,Sports,Moderate,7,Yes
88,87,8,16,35,C,18,Male,Married,0,Doctorate,Master's Degree,Brother,Yes,0,Average,Watching TV,High,5,Yes
78,92,17,12,27,C,20,Male,Engaged,0,College,Bachelor's Degree,Brother,No,8,Good,Watching TV,Low,3,No
69,72,13,12,8,E,23,Male,Single,0,Master's Degree,Bachelor's Degree,Mother,Yes,8,Average,Reading,Low,7,No
93,95,12,11,38,B,25,Male,Engaged,0,High School,Bachelor's Degree,Father,Yes,3,Good,Sports,Low,2,No
87,85,21,21,40,A,20,Female,Engaged,0,High School,High School,Sister,Yes,9,Average,Watching TV,High,5,Yes
87,76,19,23,34,A,20,Female,Married,2,College,High School,Father,Yes,1,Average,Socializing,Moderate,6,Yes
81,96,18,11,31,B,22,Female,Married,5,Bachelor's Degree,Master's Degree,Father,Yes,1,Good,Socializing,Moderate,6,Yes
86,93,22,17,41,A,24,Male,Single,0,Master's Degree,College,Aunty,Yes,6,Poor,Socializing,High,1,Yes
76,77,21,19,16,C,18,Male,Married,1,Doctorate,Doctorate,Aunty,No,9,Average,Watching TV,Low,0,No
91,91,14,18,22,C,19,Female,Married,4,Doctorate,College,Aunty,No,1,Average,Watching TV,Moderate,4,No
79,91,24,18,20,B,18,Male,Single,0,Master's Degree,Doctorate,Uncle,No,6,Good,Sports,Moderate,4,Yes
91,84,16,8,50,A,21,Female,Engaged,0,Doctorate,Bachelor's Degree,Uncle,No,6,Poor,Sports,Low,3,No
79,87,21,21,50,A,21,Male,Engaged,0,Doctorate,Master's Degree,Father,Yes,7,Average,Socializing,Low,2,Yes
88,78,18,13,50,A,18,Male,Married,1,High School,Doctorate,Brother,Yes,6,Average,Sports,Low,7,Yes
81,81,24,13,22,C,22,Female,Engaged,0,Master's Degree,Doctorate,Mother,No,6,Poor,Reading,Moderate,1,Yes
71,75,10,13,26,D,18,Male,Married,3,Doctorate,Master's Degree,Sister,No,7,Average,Sports,High,5,No
91,83,24,14,47,A,18,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,4,Average,Reading,Moderate,2,Yes
94,87,18,10,35,B,19,Female,Single,0,Doctorate,Master's Degree,Sister,Yes,9,Average,Sports,Low,4,No
63,62,8,10,31,D,24,Female,Engaged,0,College,Master's Degree,Sister,Yes,5,Average,Socializing,Moderate,4,No
90,89,15,12,48,A,21,Male,Single,0,Doctorate,High School,Brother,Yes,8,Good,Watching TV,Moderate,0,Yes
83,77,21,9,28,C,20,Male,Single,0,High School,Bachelor's Degree,Aunty,No,2,Average,Watching TV,Moderate,0,No
76,82,15,23,50,A,24,Female,Married,5,Master's Degree,College,Aunty,No,3,Poor,Watching TV,Low,0,Yes
93,88,22,19,46,A,24,Female,Married,1,High School,Bachelor's Degree,Brother,No,0,Poor,Sports,High,3,Yes
82,88,24,23,43,A,22,Male,Married,2,High School,High School,Brother,No,4,Poor,Socializing,Low,1,Yes
77,92,25,25,49,A,21,Male,Single,0,High School,College,Sister,Yes,5,Poor,Reading,Low,2,No
78,99,11,12,32,C,25,Male,Married,3,College,High School,Father,No,6,Poor,Reading,Low,7,No
93,88,16,9,42,B,22,Male,Engaged,0,High School,Doctorate,Mother,Yes,6,Poor,Reading,High,4,Yes
84,99,25,16,44,A,25,Female,Married,4,High School,Master's Degree,Brother,No,5,Average,Watching TV,High,4,No
93,87,22,10,22,C,25,Female,Engaged,0,Master's Degree,College,Mother,No,5,Good,Reading,High,4,No
75,75,14,25,45,A,22,Female,Married,1,High School,Doctorate,Brother,Yes,7,Average,Socializing,Low,5,Yes
89,91,15,25,10,C,19,Female,Engaged,0,College,College,Brother,Yes,2,Good,Sports,Moderate,4,No
80,86,9,19,24,C,25,Female,Single,0,College,Master's Degree,Uncle,No,8,Good,Reading,Moderate,4,No
77,92,13,23,27,B,25,Female,Married,4,Doctorate,Bachelor's Degree,Brother,No,9,Average,Socializing,Low,0,No
95,87,16,15,34,B,25,Female,Single,0,Master's Degree,Doctorate,Brother,Yes,6,Good,Watching TV,High,2,Yes
89,95,19,10,35,B,23,Female,Married,3,High School,College,Mother,Yes,5,Poor,Socializing,High,4,No
92,86,19,9,48,A,21,Male,Engaged,0,Doctorate,High School,Aunty,Yes,7,Good,Reading,Moderate,4,Yes
74,64,23,9,15,D,25,Male,Single,0,Master's Degree,Master's Degree,Uncle,Yes,2,Poor,Reading,Low,0,Yes
87,81,20,16,17,C,18,Female,Engaged,0,Master's Degree,Master's Degree,Mother,Yes,6,Average,Socializing,Low,7,No
89,95,23,10,49,A,25,Male,Single,0,High School,Bachelor's Degree,Father,No,3,Poor,Reading,High,4,No
80,92,10,8,37,C,20,Female,Married,4,High School,Master's Degree,Father,No,3,Good,Reading,High,7,Yes
90,78,14,22,25,B,19,Female,Single,0,Bachelor's Degree,College,Mother,No,8,Poor,Sports,Low,4,No
92,91,25,8,31,B,25,Female,Single,0,College,College,Father,Yes,9,Average,Socializing,High,6,Yes
91,92,18,16,39,A,24,Female,Single,0,Doctorate,Doctorate,Aunty,Yes,9,Good,Watching TV,High,3,Yes
95,87,23,16,45,A,23,Female,Engaged,0,Master's Degree,College,Sister,Yes,2,Average,Watching TV,Low,5,No
76,85,25,15,43,A,21,Female,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,1,Average,Socializing,Low,4,No
97,99,10,13,41,B,20,Male,Engaged,0,Master's Degree,Bachelor's Degree,Uncle,No,3,Good,Sports,Low,6,No
94,81,11,22,44,A,18,Male,Single,0,College,High School,Aunty,No,7,Average,Socializing,Moderate,6,Yes
97,84,19,16,28,B,18,Female,Engaged,0,Doctorate,High School,Sister,Yes,9,Good,Reading,Moderate,3,No
97,85,21,12,24,C,19,Male,Single,0,High School,Doctorate,Uncle,No,6,Poor,Reading,High,3,No
76,93,22,23,18,B,25,Female,Engaged,0,High School,Bachelor's Degree,Uncle,No,3,Good,Sports,High,5,Yes
98,98,18,23,21,B,24,Female,Married,1,Master's Degree,Bachelor's Degree,Brother,Yes,7,Average,Sports,Moderate,2,No
88,98,18,14,45,A,19,Female,Married,0,Doctorate,College,Aunty,Yes,9,Poor,Reading,High,1,No
81,98,25,15,17,C,21,Female,Married,1,College,High School,Uncle,No,2,Average,Reading,Moderate,5,Yes
77,82,23,15,13,C,20,Female,Engaged,0,Master's Degree,High School,Uncle,No,5,Average,Sports,Low,3,No
75,93,16,17,32,B,24,Female,Engaged,0,College,Doctorate,Mother,No,4,Poor,Reading,Low,7,Yes
73,61,21,16,8,D,24,Female,Engaged,0,College,College,Father,No,8,Poor,Socializing,High,4,No
88,89,18,23,50,A,20,Male,Engaged,0,College,Doctorate,Brother,Yes,9,Poor,Socializing,Moderate,3,Yes
80,96,11,18,35,B,23,Male,Engaged,0,Master's Degree,Master's Degree,Sister,Yes,0,Poor,Sports,Moderate,4,Yes
82,86,23,13,44,A,23,Female,Engaged,0,Master's Degree,Master's Degree,Father,Yes,1,Poor,Watching TV,High,2,No
92,76,11,9,38,C,18,Female,Married,3,Bachelor's Degree,Doctorate,Mother,No,4,Poor,Sports,Low,6,Yes
90,88,9,16,27,C,24,Male,Single,0,College,Master's Degree,Brother,Yes,4,Good,Watching TV,Low,6,No
83,85,22,21,18,B,21,Female,Engaged,0,College,Master's Degree,Aunty,Yes,9,Good,Socializing,High,6,No
72,70,14,23,11,D,18,Female,Single,0,Master's Degree,Bachelor's Degree,Mother,Yes,2,Poor,Reading,Moderate,0,No
80,84,18,13,23,C,25,Female,Single,0,College,Doctorate,Father,Yes,3,Good,Reading,Low,5,Yes
81,96,13,22,28,B,19,Male,Engaged,0,Bachelor's Degree,Master's Degree,Father,Yes,7,Poor,Sports,Low,1,Yes
75,82,13,23,16,C,20,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Sister,No,9,Poor,Watching TV,Moderate,2,No
90,93,10,21,39,A,25,Female,Engaged,0,High School,Bachelor's Degree,Mother,No,6,Good,Reading,Moderate,7,Yes
83,75,12,9,35,C,24,Male,Engaged,0,College,College,Mother,No,4,Poor,Watching TV,Moderate,2,Yes
86,88,16,22,46,A,19,Female,Married,2,Doctorate,College,Aunty,Yes,3,Good,Sports,High,0,No
82,83,25,25,29,A,21,Female,Married,5,College,High School,Father,Yes,7,Average,Reading,Low,7,Yes
79,94,10,21,40,A,18,Female,Single,0,Master's Degree,Master's Degree,Uncle,No,4,Good,Reading,High,7,Yes
86,82,14,25,24,B,21,Female,Engaged,0,Master's Degree,High School,Sister,No,3,Poor,Sports,Moderate,4,Yes
78,78,16,14,21,C,19,Male,Married,2,Doctorate,Doctorate,Mother,No,2,Poor,Reading,Low,0,No
88,94,12,20,37,B,20,Male,Single,0,High School,High School,Father,No,8,Poor,Watching TV,High,0,Yes
77,85,22,20,13,C,19,Female,Married,2,High School,Doctorate,Father,Yes,2,Poor,Socializing,Low,3,Yes
62,72,8,20,21,D,24,Male,Single,0,College,College,Mother,No,7,Average,Watching TV,Low,6,No
96,83,11,17,37,B,18,Female,Engaged,0,Doctorate,Bachelor's Degree,Aunty,No,7,Poor,Reading,Low,1,Yes
78,85,20,22,9,C,20,Male,Engaged,0,High School,Doctorate,Sister,Yes,1,Good,Socializing,High,5,Yes
65,70,12,9,11,E,23,Female,Engaged,0,Master's Degree,Doctorate,Aunty,No,6,Average,Socializing,Low,6,No
93,80,19,21,40,A,22,Male,Engaged,0,Master's Degree,Bachelor's Degree,Father,Yes,2,Average,Sports,High,7,Yes
75,69,18,15,12,D,25,Male,Married,2,Doctorate,High School,Brother,Yes,8,Average,Watching TV,Low,1,No
72,75,10,10,11,E,22,Female,Single,0,Master's Degree,College,Sister,No,9,Average,Socializing,Low,0,No
61,60,11,23,13,D,20,Female,Engaged,0,Master's Degree,High School,Brother,Yes,1,Good,Reading,Low,7,No
98,97,20,25,38,A,24,Male,Married,2,Doctorate,Doctorate,Aunty,Yes,3,Average,Reading,Moderate,5,No
73,60,11,11,21,D,21,Male,Married,2,College,Doctorate,Uncle,No,1,Average,Reading,Low,5,No
96,89,12,21,21,C,22,Female,Single,0,High School,Bachelor's Degree,Brother,Yes,9,Poor,Sports,High,0,Yes
69,67,11,15,19,D,22,Male,Single,0,Doctorate,High School,Sister,No,4,Poor,Sports,High,0,Yes
72,74,12,12,16,D,22,Male,Engaged,0,College,Master's Degree,Brother,Yes,9,Good,Watching TV,High,6,No
82,98,24,12,42,A,20,Female,Married,2,Master's Degree,College,Aunty,No,0,Poor,Sports,High,4,Yes
82,96,22,15,33,A,24,Female,Single,0,Master's Degree,College,Brother,Yes,0,Poor,Socializing,Moderate,7,No
98,84,23,11,39,A,24,Female,Engaged,0,College,High School,Mother,No,3,Good,Reading,Moderate,2,No
94,96,14,24,12,C,22,Male,Married,5,Doctorate,Doctorate,Aunty,No,3,Poor,Watching TV,Moderate,3,Yes
